,Name,Credit Score,Loan Type,Loan Amount,Loan Term,Interest Rate,EMI,Days Left to Pay Current EMI,Delayed Payment,Payment Dates,Payment Modes,Outstanding Balance
2362,Chirag Bhargava,325,Home Loan,87931,7,0.17,13283.41,6,No,"['2023-5-19', '2023-6-7', '2023-7-22', '2023-8-21', '2023-9-11']","['Credit Card', 'UPI', 'Cash', 'Net Banking', 'Net Banking']",21513.949999999997
2363,Dhanush Contractor,826,Auto Loan,18663,3,0.26,6492.5,3,No,"['2023-5-9', '2023-6-28', '2023-7-16']","['Credit Card', 'Credit Card', 'Credit Card']",-814.5
2364,Devansh Desai,449,Personal Loan,28297,3,0.25,9828.05,11,Yes,"['2023-5-5', '2023-6-10']","['Debit Card', 'UPI']",8640.900000000001
2365,Zeeshan Subramaniam,412,Home Loan,80925,11,0.11,7767.6,7,Yes,"['2023-5-13', '2023-6-5', '2023-7-7', '2023-8-15', '2023-9-10', '2023-10-12', '2023-11-21']","['UPI', 'Debit Card', 'UPI', 'Cash', 'Net Banking', 'Net Banking', 'Credit Card']",26551.799999999996
2366,Mahika Ganesh,352,Auto Loan,41812,6,0.2,7380.77,11,Yes,"['2023-5-11', '2023-6-18']","['Cash', 'Debit Card']",27050.46
2367,Neysa Dutta,778,Personal Loan,41596,7,0.2,6344.98,8,Yes,['2023-5-25'],['Net Banking'],35251.020000000004
2368,Renee Kumer,516,Auto Loan,15394,14,0.17,1219.96,13,Yes,"['2023-5-10', '2023-6-25', '2023-7-16', '2023-8-27', '2023-9-9', '2023-10-26', '2023-11-21', '2023-12-28', '2024-1-18', '2024-2-11', '2024-3-21']","['Cash', 'Debit Card', 'Cash', 'Credit Card', 'UPI', 'Debit Card', 'Net Banking', 'Credit Card', 'UPI', 'Net Banking', 'Cash']",1974.4399999999987
2369,Tanya Dey,613,Home Loan,20249,12,0.24,1914.74,6,Yes,"['2023-5-8', '2023-6-4', '2023-7-23', '2023-8-14', '2023-9-6', '2023-10-24', '2023-11-21', '2023-12-7', '2024-1-8', '2024-2-1', '2024-3-12']","['Debit Card', 'Credit Card', 'Credit Card', 'Net Banking', 'Cash', 'Net Banking', 'Debit Card', 'Net Banking', 'Credit Card', 'Credit Card', 'Net Banking']",-813.1399999999994
2370,Eshani Keer,340,Home Loan,50849,1,0.13,51399.86,15,No,[],[],50849.0
2371,Hazel Gera,519,Personal Loan,77829,9,0.26,9611.26,3,No,"['2023-5-5', '2023-6-11', '2023-7-24', '2023-8-26', '2023-9-12', '2023-10-5', '2023-11-27']","['Debit Card', 'Cash', 'Cash', 'UPI', 'Debit Card', 'Cash', 'Debit Card']",10550.179999999993
2372,Rati Hans,786,Auto Loan,31327,11,0.2,3140.54,3,Yes,"['2023-5-21', '2023-6-8', '2023-7-23', '2023-8-24', '2023-9-25', '2023-10-13']","['UPI', 'Net Banking', 'Credit Card', 'Debit Card', 'Cash', 'Net Banking']",12483.760000000002
2373,Vaibhav Gade,533,Personal Loan,95769,7,0.11,14187.51,4,No,[],[],95769.0
2374,Myra Gandhi,757,Auto Loan,43173,10,0.27,4869.38,10,Yes,"['2023-5-26', '2023-6-19', '2023-7-8', '2023-8-18', '2023-9-7', '2023-10-16', '2023-11-4', '2023-12-16', '2024-1-7', '2024-2-17']","['UPI', 'Net Banking', 'Net Banking', 'UPI', 'UPI', 'UPI', 'Net Banking', 'Debit Card', 'Cash', 'UPI']",-5520.800000000003
2375,Hazel Choudhury,569,Home Loan,78171,4,0.28,20695.89,1,Yes,[],[],78171.0
2376,Hrishita Kibe,443,Auto Loan,28097,2,0.23,14453.67,6,No,"['2023-5-5', '2023-6-4']","['Net Banking', 'Cash']",-810.3400000000001
2377,Kavya Ravel,392,Home Loan,59983,5,0.18,12541.8,6,Yes,"['2023-5-15', '2023-6-9', '2023-7-10']","['Net Banking', 'UPI', 'Net Banking']",22357.600000000006
2378,Aarush Sankaran,680,Personal Loan,73509,11,0.24,7511.0,5,Yes,"['2023-5-4', '2023-6-14', '2023-7-17', '2023-8-26', '2023-9-14', '2023-10-14', '2023-11-23', '2023-12-10']","['UPI', 'UPI', 'UPI', 'Net Banking', 'Net Banking', 'UPI', 'Credit Card', 'UPI']",13421.0
2379,Nehmat Sur,720,Personal Loan,36530,14,0.2,2947.12,4,Yes,"['2023-5-8', '2023-6-23', '2023-7-3']","['Debit Card', 'Debit Card', 'Debit Card']",27688.64
2380,Amira Hari,509,Personal Loan,63255,10,0.15,6768.48,1,Yes,['2023-5-19'],['Net Banking'],56486.520000000004
2381,Dishani Krishnan,549,Home Loan,68613,8,0.19,9198.91,15,Yes,"['2023-5-4', '2023-6-26', '2023-7-10', '2023-8-5', '2023-9-8', '2023-10-17', '2023-11-23', '2023-12-5']","['UPI', 'Cash', 'Credit Card', 'UPI', 'Debit Card', 'Credit Card', 'Credit Card', 'Credit Card']",-4978.279999999999
2382,Raunak Sathe,657,Auto Loan,64789,12,0.21,6032.75,11,Yes,"['2023-5-13', '2023-6-10', '2023-7-1', '2023-7-15', '2023-8-22', '2023-9-3', '2023-10-8']","['Net Banking', 'Net Banking', 'UPI', 'Credit Card', 'Cash', 'Debit Card', 'UPI']",22559.75
2383,Umang Sundaram,531,Auto Loan,74915,15,0.1,5333.73,10,Yes,"['2023-5-7', '2023-6-25', '2023-7-8', '2023-8-17', '2023-9-10', '2023-10-7', '2023-11-10', '2023-12-26', '2024-1-22', '2024-2-28', '2024-3-5', '2024-4-3', '2024-5-26']","['Debit Card', 'Cash', 'Credit Card', 'Debit Card', 'Cash', 'Debit Card', 'Debit Card', 'Credit Card', 'Debit Card', 'Credit Card', 'UPI', 'Debit Card', 'UPI']",5576.510000000009
2384,Yuvraj  Subramaniam,640,Home Loan,86921,15,0.23,6722.57,4,Yes,"['2023-5-26', '2023-6-20', '2023-7-1', '2023-7-27', '2023-8-28', '2023-9-2', '2023-10-21']","['Debit Card', 'Credit Card', 'UPI', 'Net Banking', 'UPI', 'Net Banking', 'UPI']",39863.01
2385,Aaryahi Rajagopalan,603,Auto Loan,10162,5,0.3,2187.34,9,No,['2023-5-16'],['Net Banking'],7974.66
2386,Himmat Ghosh,569,Home Loan,84715,2,0.1,42887.7,5,No,"['2023-5-19', '2023-6-1']","['UPI', 'UPI']",-1060.3999999999942
2387,Dhanuk Tripathi,686,Home Loan,51977,4,0.25,13678.01,4,No,[],[],51977.0
2388,Pihu Aurora,658,Auto Loan,54911,14,0.24,4535.76,2,No,"['2023-5-18', '2023-6-22', '2023-7-7', '2023-8-8', '2023-9-20', '2023-10-10', '2023-11-1', '2023-12-4']","['Net Banking', 'Credit Card', 'Cash', 'Credit Card', 'Debit Card', 'Net Banking', 'UPI', 'UPI']",18624.92
2389,Mehul Rana,777,Home Loan,37967,13,0.18,3236.32,5,No,"['2023-5-24', '2023-6-25', '2023-7-18', '2023-8-6', '2023-9-20', '2023-10-11']","['Debit Card', 'Credit Card', 'Net Banking', 'Net Banking', 'Net Banking', 'Cash']",18549.079999999998
2390,Nirvi Kalita,495,Home Loan,22292,9,0.15,2634.26,9,No,"['2023-5-6', '2023-6-13', '2023-7-5', '2023-8-3', '2023-9-11', '2023-10-21']","['Debit Card', 'Net Banking', 'Net Banking', 'Debit Card', 'UPI', 'Net Banking']",6486.439999999999
2391,Misha Bawa,792,Personal Loan,63559,9,0.19,7632.9,9,Yes,['2023-5-10'],['UPI'],55926.1
2392,Bhamini Sani,476,Auto Loan,18060,7,0.1,2666.71,4,Yes,"['2023-5-27', '2023-6-10', '2023-7-18']","['UPI', 'Cash', 'Credit Card']",10059.869999999999
2393,Emir Sidhu,351,Personal Loan,97363,10,0.15,10418.14,4,No,"['2023-5-18', '2023-6-6', '2023-7-6', '2023-8-16', '2023-9-1', '2023-10-21']","['Cash', 'Net Banking', 'UPI', 'Cash', 'Debit Card', 'Debit Card']",34854.16
2394,Krish Lall,565,Personal Loan,15136,3,0.27,5274.06,4,Yes,"['2023-5-21', '2023-6-19']","['Credit Card', 'Net Banking']",4587.879999999999
2395,Arnav Vora,648,Home Loan,12060,8,0.27,1664.09,1,No,"['2023-5-11', '2023-6-10', '2023-7-12', '2023-8-13', '2023-9-10', '2023-10-27', '2023-11-18']","['Debit Card', 'Debit Card', 'Net Banking', 'Cash', 'Debit Card', 'Debit Card', 'Credit Card']",411.3700000000008
2396,Nirvi Gade,664,Home Loan,39403,5,0.1,8078.7,7,No,[],[],39403.0
2397,Indrans Bora,671,Home Loan,13854,5,0.15,2875.57,13,No,"['2023-5-2', '2023-6-5']","['Net Banking', 'Credit Card']",8102.86
2398,Jiya Iyer,743,Home Loan,55086,9,0.22,6695.31,7,No,"['2023-5-16', '2023-6-17', '2023-7-17', '2023-8-2', '2023-9-7']","['UPI', 'Credit Card', 'Cash', 'UPI', 'Net Banking']",21609.449999999997
2399,Riya Handa,738,Personal Loan,69287,10,0.3,7916.65,4,Yes,"['2023-5-17', '2023-6-28', '2023-7-28', '2023-8-27']","['Credit Card', 'Cash', 'UPI', 'Cash']",37620.4
2400,Indranil Tiwari,752,Auto Loan,99123,2,0.26,51178.0,12,Yes,"['2023-5-7', '2023-6-5']","['UPI', 'Net Banking']",-3233.0
2401,Aniruddh Kota,666,Personal Loan,20573,6,0.28,3714.24,12,Yes,"['2023-5-17', '2023-6-3', '2023-7-13', '2023-8-26', '2023-9-25', '2023-10-9']","['Net Banking', 'UPI', 'Debit Card', 'Net Banking', 'Debit Card', 'UPI']",-1712.4399999999987
2402,Bhavin Bhat,450,Personal Loan,97033,8,0.18,12962.06,1,No,"['2023-5-17', '2023-6-14', '2023-7-18', '2023-8-22', '2023-9-22']","['Credit Card', 'Net Banking', 'Cash', 'Credit Card', 'Cash']",32222.700000000004
2403,Faiyaz Chacko,331,Auto Loan,90108,8,0.1,11689.97,13,No,"['2023-5-12', '2023-6-5', '2023-7-13', '2023-8-25', '2023-9-22']","['Credit Card', 'Debit Card', 'Debit Card', 'Credit Card', 'Credit Card']",31658.15
2404,Piya Dyal,374,Auto Loan,95144,2,0.15,48465.82,1,Yes,[],[],95144.0
2405,Shlok Sood,441,Personal Loan,39469,11,0.22,3994.72,2,No,"['2023-5-9', '2023-6-12', '2023-7-12', '2023-8-20', '2023-9-26', '2023-10-18']","['Debit Card', 'Cash', 'Net Banking', 'Debit Card', 'Debit Card', 'Cash']",15500.68
2406,Eva Tandon,757,Auto Loan,47967,15,0.11,3437.3,3,Yes,"['2023-5-21', '2023-6-18', '2023-7-23', '2023-8-11', '2023-9-22', '2023-10-3', '2023-11-19', '2023-12-7', '2024-1-3', '2024-2-17', '2024-3-13', '2024-4-17', '2024-5-13', '2024-6-28']","['UPI', 'Credit Card', 'Credit Card', 'Credit Card', 'Credit Card', 'Net Banking', 'Debit Card', 'Credit Card', 'Credit Card', 'Debit Card', 'Net Banking', 'Cash', 'Cash', 'Cash']",-155.20000000000437
2407,Ryan Dhillon,390,Personal Loan,26307,5,0.25,5594.76,1,No,"['2023-5-4', '2023-6-17', '2023-7-8']","['Credit Card', 'Net Banking', 'Debit Card']",9522.720000000001
2408,Navya Ramakrishnan,378,Home Loan,60587,8,0.16,8034.8,15,Yes,"['2023-5-9', '2023-6-23', '2023-7-24', '2023-8-28', '2023-9-22', '2023-10-12', '2023-11-5']","['Credit Card', 'UPI', 'Credit Card', 'Debit Card', 'Cash', 'Net Banking', 'Net Banking']",4343.4000000000015
2409,Dhanush Saini,568,Home Loan,67161,6,0.29,12159.12,3,No,"['2023-5-17', '2023-6-25', '2023-7-17', '2023-8-7']","['UPI', 'UPI', 'Debit Card', 'Net Banking']",18524.519999999997
2410,Eshani Dhar,793,Auto Loan,80674,10,0.16,8670.76,5,Yes,"['2023-5-24', '2023-6-1', '2023-7-12', '2023-8-16', '2023-9-18', '2023-10-17', '2023-11-4', '2023-12-18']","['Debit Card', 'Cash', 'Debit Card', 'Net Banking', 'Cash', 'Debit Card', 'UPI', 'UPI']",11307.919999999998
2411,Manjari Divan,574,Auto Loan,41341,15,0.19,3117.95,6,Yes,"['2023-5-23', '2023-6-3', '2023-7-18', '2023-8-21', '2023-9-15']","['Net Banking', 'Debit Card', 'Credit Card', 'Net Banking', 'UPI']",25751.25
2412,Chirag Kothari,842,Personal Loan,25108,1,0.16,25442.77,10,Yes,[],[],25108.0
2413,Arhaan Chatterjee,841,Personal Loan,49771,10,0.18,5396.88,9,No,"['2023-5-12', '2023-6-26', '2023-7-27', '2023-8-13', '2023-9-6', '2023-10-18']","['Cash', 'Credit Card', 'UPI', 'Cash', 'Net Banking', 'UPI']",17389.72
2414,Myra Butala,364,Home Loan,91110,2,0.15,46410.92,8,Yes,[],[],91110.0
2415,Sumer Raj,367,Auto Loan,18065,15,0.23,1397.17,12,Yes,"['2023-5-27', '2023-6-5', '2023-7-7', '2023-8-4', '2023-9-23', '2023-10-1', '2023-10-7', '2023-11-25', '2023-12-8', '2024-1-22', '2024-2-27', '2024-3-12', '2024-4-13', '2024-5-25', '2024-6-8']","['Debit Card', 'Credit Card', 'Credit Card', 'UPI', 'Net Banking', 'Debit Card', 'Net Banking', 'UPI', 'Debit Card', 'Net Banking', 'UPI', 'Debit Card', 'Debit Card', 'Credit Card', 'Credit Card']",-2892.550000000003
2416,Adah Seshadri,814,Home Loan,86181,9,0.11,10019.89,5,Yes,"['2023-5-17', '2023-6-7', '2023-7-27', '2023-8-25', '2023-9-16', '2023-10-25']","['Credit Card', 'UPI', 'Credit Card', 'Credit Card', 'UPI', 'Cash']",26061.660000000003
2417,Parinaaz Sarraf,682,Personal Loan,95891,5,0.22,20245.77,14,No,"['2023-5-27', '2023-6-17']","['Net Banking', 'Credit Card']",55399.46
2418,Yashvi Rao,791,Personal Loan,22328,11,0.1,2132.71,14,No,['2023-5-27'],['Debit Card'],20195.29
2419,Mannat Hans,801,Home Loan,72045,3,0.22,24900.88,8,Yes,"['2023-5-8', '2023-6-28', '2023-7-10']","['Credit Card', 'Net Banking', 'Cash']",-2657.6399999999994
2420,Rati Krish,611,Personal Loan,36312,3,0.17,12448.55,12,No,"['2023-5-13', '2023-6-25']","['Net Banking', 'Credit Card']",11414.900000000001
2421,Lakshit Sunder,607,Personal Loan,94570,7,0.12,14055.78,10,No,['2023-5-1'],['Cash'],80514.22
2422,Saira Chhabra,726,Auto Loan,14625,8,0.25,2003.63,15,Yes,"['2023-5-5', '2023-6-12', '2023-7-8', '2023-8-21']","['Net Banking', 'Credit Card', 'UPI', 'Cash']",6610.48
2423,Kiara Kurian,310,Personal Loan,13354,1,0.15,13520.93,13,No,[],[],13354.0
2424,Divyansh Shroff,744,Auto Loan,21407,5,0.26,4563.67,8,No,"['2023-5-22', '2023-6-15', '2023-7-7']","['Credit Card', 'Net Banking', 'Credit Card']",7715.99
2425,Ranbir Walla,684,Auto Loan,36009,1,0.22,36669.17,2,Yes,[],[],36009.0
2426,Gokul Aggarwal,431,Auto Loan,11806,4,0.12,3025.65,5,No,"['2023-5-25', '2023-6-12', '2023-7-27']","['UPI', 'Debit Card', 'Net Banking']",2729.0499999999993
2427,Neysa Deo,403,Personal Loan,83093,1,0.2,84477.88,1,No,['2023-5-6'],['Net Banking'],-1384.8800000000047
2428,Raghav Golla,754,Personal Loan,18969,12,0.26,1812.11,5,No,"['2023-5-11', '2023-6-24', '2023-7-25', '2023-8-11', '2023-9-3', '2023-10-13', '2023-11-13']","['Credit Card', 'Debit Card', 'Net Banking', 'Credit Card', 'Net Banking', 'Debit Card', 'UPI']",6284.230000000001
2429,Riaan Lalla,844,Personal Loan,12713,1,0.15,12871.91,1,Yes,['2023-5-22'],['Debit Card'],-158.90999999999985
2430,Neelofar Sarna,576,Personal Loan,40185,6,0.23,7153.9,13,Yes,['2023-5-8'],['Cash'],33031.1
2431,Chirag Halder,669,Personal Loan,98727,1,0.21,100454.72,8,Yes,['2023-5-6'],['UPI'],-1727.7200000000012
2432,Kabir Deshmukh,464,Home Loan,33336,5,0.26,7106.76,14,No,"['2023-5-25', '2023-6-9', '2023-7-17', '2023-8-12']","['Credit Card', 'Credit Card', 'Cash', 'Cash']",4908.959999999999
2433,Hazel Garg,736,Auto Loan,97119,14,0.28,8211.62,15,Yes,"['2023-5-24', '2023-6-24', '2023-7-24', '2023-8-26', '2023-9-1', '2023-10-10', '2023-11-1', '2023-12-2', '2024-1-5', '2024-2-7', '2024-3-28']","['Debit Card', 'Cash', 'Cash', 'Credit Card', 'Debit Card', 'Cash', 'Net Banking', 'Debit Card', 'Cash', 'Cash', 'Credit Card']",6791.179999999993
2434,Misha Hora,783,Auto Loan,90347,7,0.1,13340.51,12,Yes,"['2023-5-13', '2023-6-11', '2023-7-4', '2023-8-23']","['Credit Card', 'Net Banking', 'Net Banking', 'Debit Card']",36984.96
2435,Anvi Brahmbhatt,495,Home Loan,52467,2,0.27,27122.16,13,Yes,['2023-5-22'],['Debit Card'],25344.84
2436,Hrishita Manne,785,Auto Loan,31463,3,0.17,10786.21,10,Yes,"['2023-5-19', '2023-6-17']","['UPI', 'Net Banking']",9890.580000000002
2437,Tiya Varghese,390,Auto Loan,26118,12,0.16,2369.71,10,Yes,"['2023-5-18', '2023-6-1', '2023-7-4', '2023-8-20', '2023-9-15', '2023-10-11', '2023-11-21', '2023-12-10', '2024-1-21', '2024-2-16', '2024-3-19']","['UPI', 'Cash', 'Cash', 'Debit Card', 'Credit Card', 'Debit Card', 'Debit Card', 'Credit Card', 'Credit Card', 'Debit Card', 'UPI']",51.18999999999869
2438,Himmat Datta,526,Personal Loan,72985,10,0.19,7949.05,6,Yes,"['2023-5-22', '2023-6-6', '2023-7-2', '2023-8-19', '2023-9-4', '2023-10-4', '2023-11-27', '2023-12-14', '2024-1-19', '2024-2-19']","['Net Banking', 'Credit Card', 'Debit Card', 'Credit Card', 'Credit Card', 'Credit Card', 'Cash', 'UPI', 'Cash', 'Net Banking']",-6505.5
2439,Nayantara Rao,435,Auto Loan,26418,10,0.27,2979.63,2,No,"['2023-5-12', '2023-6-4']","['UPI', 'UPI']",20458.739999999998
2440,Stuvan Gulati,750,Personal Loan,60013,6,0.27,10804.44,6,Yes,"['2023-5-4', '2023-6-11', '2023-7-12', '2023-8-12']","['Net Banking', 'Net Banking', 'Cash', 'Debit Card']",16795.239999999998
2441,Indrans Bhat,361,Auto Loan,97681,15,0.2,7413.8,4,Yes,"['2023-5-19', '2023-6-22', '2023-7-16', '2023-8-13', '2023-9-9', '2023-10-12', '2023-11-4']","['Credit Card', 'UPI', 'Net Banking', 'Cash', 'Cash', 'UPI', 'UPI']",45784.4
2442,Bhamini Thaman,729,Home Loan,76341,12,0.26,7292.87,13,Yes,"['2023-5-2', '2023-6-10', '2023-7-2', '2023-8-8']","['Debit Card', 'UPI', 'UPI', 'Net Banking']",47169.520000000004
2443,Nayantara Kala,324,Auto Loan,21721,9,0.18,2598.04,3,Yes,"['2023-5-22', '2023-6-2', '2023-7-18', '2023-8-2', '2023-9-12', '2023-10-17', '2023-11-1', '2023-12-12']","['Net Banking', 'Net Banking', 'Debit Card', 'Net Banking', 'Credit Card', 'Credit Card', 'Cash', 'Credit Card']",936.6800000000003
2444,Vihaan Char,844,Personal Loan,63348,8,0.12,8278.97,8,No,"['2023-5-17', '2023-6-23', '2023-7-9', '2023-8-22']","['Cash', 'Net Banking', 'Debit Card', 'UPI']",30232.120000000003
2445,Azad Choudhary,522,Personal Loan,18958,9,0.15,2240.28,15,Yes,"['2023-5-12', '2023-6-8', '2023-7-4', '2023-8-20', '2023-9-5', '2023-10-15', '2023-11-22', '2023-12-8', '2024-1-28']","['Net Banking', 'Net Banking', 'Cash', 'Debit Card', 'UPI', 'UPI', 'Cash', 'UPI', 'Net Banking']",-1204.5200000000004
2446,Samiha Kaul,372,Personal Loan,49733,9,0.2,5996.52,12,Yes,"['2023-5-18', '2023-6-25', '2023-7-1', '2023-7-15', '2023-8-26', '2023-9-11']","['UPI', 'Cash', 'UPI', 'Credit Card', 'Credit Card', 'UPI']",13753.879999999997
2447,Reyansh Roy,566,Personal Loan,42607,10,0.14,4538.85,7,Yes,[],[],42607.0
2448,Aaina Sarraf,829,Auto Loan,35692,2,0.22,18338.25,6,No,"['2023-5-1', '2023-5-17']","['UPI', 'Debit Card']",-984.5
2449,Aarush Ray,731,Personal Loan,19082,6,0.14,3311.45,6,Yes,"['2023-5-1', '2023-5-25']","['Cash', 'Cash']",12459.1
2450,Aarav Golla,784,Auto Loan,39600,15,0.25,3101.14,7,Yes,"['2023-5-13', '2023-6-8', '2023-7-24']","['UPI', 'Cash', 'Credit Card']",30296.58
2451,Ryan Ranganathan,644,Auto Loan,40175,8,0.21,5425.35,2,Yes,"['2023-5-10', '2023-6-17', '2023-7-12', '2023-8-5', '2023-9-27']","['Net Banking', 'Credit Card', 'Cash', 'Cash', 'Cash']",13048.25
2452,Diya Mangat,533,Home Loan,79636,15,0.18,5968.27,12,Yes,"['2023-5-3', '2023-6-20', '2023-7-7', '2023-8-21', '2023-9-11', '2023-10-3', '2023-11-6', '2023-12-28', '2024-1-10', '2024-2-18']","['Cash', 'Credit Card', 'Credit Card', 'UPI', 'Credit Card', 'UPI', 'UPI', 'Debit Card', 'UPI', 'Credit Card']",19953.299999999996
2453,Pari Grewal,651,Personal Loan,47810,4,0.13,12277.96,1,Yes,"['2023-5-3', '2023-6-15', '2023-7-13', '2023-8-1']","['Net Banking', 'Net Banking', 'UPI', 'Cash']",-1301.8399999999965
2454,Hansh Dayal,737,Home Loan,82685,7,0.15,12410.09,10,No,"['2023-5-14', '2023-6-22', '2023-7-27', '2023-8-5']","['UPI', 'Credit Card', 'Cash', 'UPI']",33044.64
2455,Zara Barman,726,Personal Loan,47020,15,0.16,3479.36,1,Yes,"['2023-5-20', '2023-6-9', '2023-7-8', '2023-8-12', '2023-9-24', '2023-10-24', '2023-11-7', '2023-12-10', '2024-1-21', '2024-2-18', '2024-3-14']","['Net Banking', 'Net Banking', 'Debit Card', 'Debit Card', 'Debit Card', 'UPI', 'Debit Card', 'Net Banking', 'Cash', 'Net Banking', 'Credit Card']",8747.04
2456,Pihu Zachariah,709,Auto Loan,66385,1,0.25,67768.02,10,No,['2023-5-19'],['Credit Card'],-1383.020000000004
2457,Lavanya Venkataraman,614,Auto Loan,17612,4,0.25,4634.69,15,No,"['2023-5-23', '2023-6-6']","['Net Banking', 'Debit Card']",8342.62
2458,Tara Sura,753,Auto Loan,92305,4,0.28,24437.89,14,No,"['2023-5-10', '2023-6-19', '2023-7-21', '2023-8-7']","['Net Banking', 'UPI', 'Credit Card', 'Debit Card']",-5446.559999999998
2459,Nehmat Cheema,798,Auto Loan,95305,13,0.23,8352.06,6,Yes,"['2023-5-8', '2023-6-13', '2023-7-23']","['Debit Card', 'Debit Card', 'Net Banking']",70248.82
2460,Yashvi Hari,413,Home Loan,41221,8,0.23,5606.88,9,Yes,[],[],41221.0
2461,Chirag Gill,544,Auto Loan,14504,2,0.26,7488.53,15,Yes,['2023-5-2'],['Net Banking'],7015.47
2462,Sana Sood,348,Auto Loan,57201,13,0.13,4740.94,2,Yes,"['2023-5-18', '2023-6-18', '2023-7-6', '2023-8-22', '2023-9-23', '2023-10-19', '2023-11-24', '2023-12-1', '2023-12-26', '2024-1-11', '2024-2-11']","['Debit Card', 'Cash', 'Net Banking', 'Debit Card', 'Debit Card', 'Credit Card', 'Cash', 'Net Banking', 'Net Banking', 'Debit Card', 'Cash']",5050.6600000000035
2463,Ryan Dhar,561,Home Loan,37919,9,0.14,4462.79,9,No,"['2023-5-19', '2023-6-11', '2023-7-1', '2023-7-21', '2023-8-6', '2023-9-14', '2023-10-4']","['UPI', 'Credit Card', 'Cash', 'UPI', 'Net Banking', 'UPI', 'Net Banking']",6679.470000000001
2464,Hiran Iyer,692,Home Loan,57065,14,0.15,4468.48,14,Yes,"['2023-5-18', '2023-6-27', '2023-7-16']","['Net Banking', 'Debit Card', 'Credit Card']",43659.56
2465,Taimur Ravel,418,Personal Loan,24573,9,0.12,2868.66,5,No,"['2023-5-2', '2023-6-9', '2023-7-8', '2023-8-2', '2023-9-27', '2023-10-12']","['Net Banking', 'UPI', 'Cash', 'Credit Card', 'UPI', 'Debit Card']",7361.040000000001
2466,Elakshi Balasubramanian,815,Home Loan,68062,2,0.25,35098.12,9,Yes,['2023-5-10'],['Debit Card'],32963.88
2467,Hridaan Shetty,421,Auto Loan,49470,14,0.16,3897.06,1,No,"['2023-5-15', '2023-6-2', '2023-7-4', '2023-8-4', '2023-9-16', '2023-10-15', '2023-11-10', '2023-12-19', '2024-1-27', '2024-2-3', '2024-3-28', '2024-4-23']","['Debit Card', 'Credit Card', 'Net Banking', 'Cash', 'UPI', 'UPI', 'UPI', 'Debit Card', 'UPI', 'Credit Card', 'Net Banking', 'Credit Card']",2705.279999999999
2468,Anika Goswami,505,Home Loan,70320,3,0.14,23989.05,7,Yes,"['2023-5-1', '2023-5-9', '2023-6-23']","['Net Banking', 'Net Banking', 'Credit Card']",-1647.1499999999942
2469,Jayesh Sachdev,479,Personal Loan,10769,4,0.15,2776.91,10,Yes,[],[],10769.0
2470,Vanya Sant,398,Auto Loan,66348,6,0.21,11745.09,5,No,"['2023-5-6', '2023-6-25', '2023-7-17', '2023-8-17', '2023-9-16']","['Net Banking', 'Credit Card', 'Net Banking', 'Net Banking', 'Debit Card']",7622.550000000003
2471,Suhana Desai,487,Home Loan,49413,10,0.11,5193.83,2,No,"['2023-5-23', '2023-6-5', '2023-7-2', '2023-8-1', '2023-8-14', '2023-9-13']","['Credit Card', 'Credit Card', 'UPI', 'UPI', 'Net Banking', 'UPI']",18250.02
2472,Adah Chahal,488,Home Loan,95238,15,0.13,6913.29,8,Yes,"['2023-5-13', '2023-6-22']","['Debit Card', 'UPI']",81411.42
2473,Samiha Kohli,496,Auto Loan,25487,13,0.28,2295.51,10,No,[],[],25487.0
2474,Saksham Rao,307,Auto Loan,38752,6,0.24,6918.23,1,No,"['2023-5-12', '2023-6-21', '2023-7-4', '2023-8-12']","['Cash', 'Cash', 'Cash', 'Cash']",11079.080000000002
2475,Zaina Chaudhry,434,Home Loan,97029,8,0.29,13484.34,2,No,"['2023-5-19', '2023-6-9', '2023-7-10']","['Debit Card', 'Cash', 'Cash']",56575.979999999996
2476,Jivin Bhargava,331,Personal Loan,59318,7,0.15,8902.96,3,No,"['2023-5-21', '2023-6-11']","['Debit Card', 'Credit Card']",41512.08
2477,Hazel Kothari,674,Home Loan,17324,15,0.26,1365.12,7,No,"['2023-5-28', '2023-6-14']","['Credit Card', 'UPI']",14593.76
2478,Taran Sarma,716,Auto Loan,80325,11,0.23,8168.59,6,Yes,"['2023-5-28', '2023-6-9', '2023-7-21', '2023-8-28', '2023-9-9', '2023-10-10', '2023-11-23', '2023-12-6', '2024-1-10', '2024-2-4']","['Debit Card', 'Cash', 'Net Banking', 'Debit Card', 'Debit Card', 'Debit Card', 'Cash', 'Debit Card', 'Cash', 'Credit Card']",-1360.8999999999942
2479,Lakshay Kurian,476,Personal Loan,67057,15,0.17,4993.74,15,Yes,"['2023-5-4', '2023-6-8', '2023-7-16', '2023-8-19', '2023-9-8', '2023-10-21', '2023-11-3']","['Debit Card', 'UPI', 'UPI', 'Net Banking', 'Debit Card', 'Debit Card', 'Cash']",32100.82
2480,Samar Bhatt,779,Home Loan,82540,6,0.19,14528.99,4,Yes,"['2023-5-27', '2023-6-10', '2023-7-24']","['Debit Card', 'Debit Card', 'Cash']",38953.03
2481,Stuvan Ramaswamy,683,Auto Loan,20964,10,0.1,2193.68,7,No,"['2023-5-19', '2023-6-25', '2023-7-6']","['Net Banking', 'Cash', 'UPI']",14382.960000000001
